'Time and date','ECG '
'[05:05:28.443 01/05/2000]',-0.041
'[05:05:28.447 01/05/2000]',-0.041
'[05:05:28.450 01/05/2000]',-0.040
'[05:05:28.453 01/05/2000]',-0.039
'[05:05:28.457 01/05/2000]',-0.039
'[05:05:28.460 01/05/2000]',-0.038
'[05:05:28.463 01/05/2000]',-0.036
'[05:05:28.467 01/05/2000]',-0.035
'[05:05:28.470 01/05/2000]',-0.033
'[05:05:28.473 01/05/2000]',-0.032
'[05:05:28.477 01/05/2000]',-0.030
'[05:05:28.480 01/05/2000]',-0.028
'[05:05:28.483 01/05/2000]',-0.026
'[05:05:28.487 01/05/2000]',-0.024
'[05:05:28.490 01/05/2000]',-0.020
'[05:05:28.493 01/05/2000]',-0.016
'[05:05:28.497 01/05/2000]',-0.012
'[05:05:28.500 01/05/2000]',-0.008
'[05:05:28.503 01/05/2000]',-0.006
'[05:05:28.507 01/05/2000]',-0.006
'[05:05:28.510 01/05/2000]',-0.008
'[05:05:28.513 01/05/2000]',-0.011
'[05:05:28.517 01/05/2000]',-0.015
'[05:05:28.520 01/05/2000]',-0.019
'[05:05:28.523 01/05/2000]',-0.023
'[05:05:28.527 01/05/2000]',-0.026
'[05:05:28.530 01/05/2000]',-0.030
'[05:05:28.533 01/05/2000]',-0.034
'[05:05:28.537 01/05/2000]',-0.039
'[05:05:28.540 01/05/2000]',-0.042
'[05:05:28.543 01/05/2000]',-0.044
'[05:05:28.547 01/05/2000]',-0.043
'[05:05:28.550 01/05/2000]',-0.040
'[05:05:28.553 01/05/2000]',-0.037
'[05:05:28.557 01/05/2000]',-0.033
'[05:05:28.560 01/05/2000]',-0.031
'[05:05:28.563 01/05/2000]',-0.028
'[05:05:28.567 01/05/2000]',-0.024
'[05:05:28.570 01/05/2000]',-0.019
'[05:05:28.573 01/05/2000]',-0.015
'[05:05:28.577 01/05/2000]',-0.012
'[05:05:28.580 01/05/2000]',-0.012
'[05:05:28.583 01/05/2000]',-0.013
'[05:05:28.587 01/05/2000]',-0.015
'[05:05:28.590 01/05/2000]',-0.017
'[05:05:28.593 01/05/2000]',-0.019
'[05:05:28.597 01/05/2000]',-0.022
'[05:05:28.600 01/05/2000]',-0.029
'[05:05:28.603 01/05/2000]',-0.028
'[05:05:28.607 01/05/2000]',-0.019
'[05:05:28.610 01/05/2000]',-0.015
'[05:05:28.613 01/05/2000]',-0.012
'[05:05:28.617 01/05/2000]',-0.010
'[05:05:28.620 01/05/2000]',-0.008
'[05:05:28.623 01/05/2000]',-0.007
'[05:05:28.627 01/05/2000]',-0.006
'[05:05:28.630 01/05/2000]',-0.004
'[05:05:28.633 01/05/2000]',-0.001
'[05:05:28.637 01/05/2000]',0.001
'[05:05:28.640 01/05/2000]',0.004
'[05:05:28.643 01/05/2000]',0.007
'[05:05:28.647 01/05/2000]',0.011
'[05:05:28.650 01/05/2000]',0.014
'[05:05:28.653 01/05/2000]',0.018
'[05:05:28.657 01/05/2000]',0.022
'[05:05:28.660 01/05/2000]',0.030
'[05:05:28.663 01/05/2000]',0.037
'[05:05:28.667 01/05/2000]',0.042
'[05:05:28.670 01/05/2000]',0.044
'[05:05:28.673 01/05/2000]',0.046
'[05:05:28.677 01/05/2000]',0.047
'[05:05:28.680 01/05/2000]',0.048
'[05:05:28.683 01/05/2000]',0.050
'[05:05:28.687 01/05/2000]',0.052
'[05:05:28.690 01/05/2000]',0.053
'[05:05:28.693 01/05/2000]',0.050
'[05:05:28.697 01/05/2000]',0.042
'[05:05:28.700 01/05/2000]',0.032
'[05:05:28.703 01/05/2000]',0.023
'[05:05:28.707 01/05/2000]',0.013
'[05:05:28.710 01/05/2000]',0.004
'[05:05:28.713 01/05/2000]',0.000
'[05:05:28.717 01/05/2000]',0.000
'[05:05:28.720 01/05/2000]',-0.002
'[05:05:28.723 01/05/2000]',-0.003
'[05:05:28.727 01/05/2000]',-0.004
'[05:05:28.730 01/05/2000]',-0.005
'[05:05:28.733 01/05/2000]',-0.006
'[05:05:28.737 01/05/2000]',-0.007
'[05:05:28.740 01/05/2000]',-0.007
'[05:05:28.743 01/05/2000]',-0.007
'[05:05:28.747 01/05/2000]',-0.006
'[05:05:28.750 01/05/2000]',-0.004
'[05:05:28.753 01/05/2000]',-0.001
'[05:05:28.757 01/05/2000]',0.003
'[05:05:28.760 01/05/2000]',0.009
'[05:05:28.763 01/05/2000]',0.021
'[05:05:28.767 01/05/2000]',0.045
'[05:05:28.770 01/05/2000]',0.086
'[05:05:28.773 01/05/2000]',0.143
'[05:05:28.777 01/05/2000]',0.212
'[05:05:28.780 01/05/2000]',0.297
'[05:05:28.783 01/05/2000]',0.395
'[05:05:28.787 01/05/2000]',0.501
'[05:05:28.790 01/05/2000]',0.606
'[05:05:28.793 01/05/2000]',0.694
'[05:05:28.797 01/05/2000]',0.738
'[05:05:28.800 01/05/2000]',0.738
'[05:05:28.803 01/05/2000]',0.695
'[05:05:28.807 01/05/2000]',0.593
'[05:05:28.810 01/05/2000]',0.456
'[05:05:28.813 01/05/2000]',0.301
'[05:05:28.817 01/05/2000]',0.151
'[05:05:28.820 01/05/2000]',0.031
'[05:05:28.823 01/05/2000]',-0.047
'[05:05:28.827 01/05/2000]',-0.069
'[05:05:28.830 01/05/2000]',-0.074
'[05:05:28.833 01/05/2000]',-0.077
'[05:05:28.837 01/05/2000]',-0.081
'[05:05:28.840 01/05/2000]',-0.087
'[05:05:28.843 01/05/2000]',-0.093
'[05:05:28.847 01/05/2000]',-0.100
'[05:05:28.850 01/05/2000]',-0.106
'[05:05:28.853 01/05/2000]',-0.115
'[05:05:28.857 01/05/2000]',-0.122
'[05:05:28.860 01/05/2000]',-0.126
'[05:05:28.863 01/05/2000]',-0.123
'[05:05:28.867 01/05/2000]',-0.117
'[05:05:28.870 01/05/2000]',-0.111
'[05:05:28.873 01/05/2000]',-0.108
'[05:05:28.877 01/05/2000]',-0.105
'[05:05:28.880 01/05/2000]',-0.103
'[05:05:28.883 01/05/2000]',-0.101
'[05:05:28.887 01/05/2000]',-0.098
'[05:05:28.890 01/05/2000]',-0.095
'[05:05:28.893 01/05/2000]',-0.092
'[05:05:28.897 01/05/2000]',-0.088
'[05:05:28.900 01/05/2000]',-0.084
'[05:05:28.903 01/05/2000]',-0.080
'[05:05:28.907 01/05/2000]',-0.076
'[05:05:28.910 01/05/2000]',-0.072
'[05:05:28.913 01/05/2000]',-0.069
'[05:05:28.917 01/05/2000]',-0.066
'[05:05:28.920 01/05/2000]',-0.063
'[05:05:28.923 01/05/2000]',-0.060
'[05:05:28.927 01/05/2000]',-0.056
'[05:05:28.930 01/05/2000]',-0.053
'[05:05:28.933 01/05/2000]',-0.049
'[05:05:28.937 01/05/2000]',-0.045
'[05:05:28.940 01/05/2000]',-0.042
'[05:05:28.943 01/05/2000]',-0.040
'[05:05:28.947 01/05/2000]',-0.038
'[05:05:28.950 01/05/2000]',-0.035
'[05:05:28.953 01/05/2000]',-0.032
'[05:05:28.957 01/05/2000]',-0.028
'[05:05:28.960 01/05/2000]',-0.019
'[05:05:28.963 01/05/2000]',0.000
'[05:05:28.967 01/05/2000]',0.016
'[05:05:28.970 01/05/2000]',0.025
'[05:05:28.973 01/05/2000]',0.035
'[05:05:28.977 01/05/2000]',0.044
'[05:05:28.980 01/05/2000]',0.049
'[05:05:28.983 01/05/2000]',0.053
'[05:05:28.987 01/05/2000]',0.056
'[05:05:28.990 01/05/2000]',0.059
'[05:05:28.993 01/05/2000]',0.063
'[05:05:28.997 01/05/2000]',0.066
'[05:05:29.000 01/05/2000]',0.069
'[05:05:29.003 01/05/2000]',0.073
'[05:05:29.007 01/05/2000]',0.076
'[05:05:29.010 01/05/2000]',0.079
'[05:05:29.013 01/05/2000]',0.082
'[05:05:29.017 01/05/2000]',0.085
'[05:05:29.020 01/05/2000]',0.088
'[05:05:29.023 01/05/2000]',0.091
'[05:05:29.027 01/05/2000]',0.094
'[05:05:29.030 01/05/2000]',0.096
'[05:05:29.033 01/05/2000]',0.097
'[05:05:29.037 01/05/2000]',0.098
'[05:05:29.040 01/05/2000]',0.097
'[05:05:29.043 01/05/2000]',0.096
'[05:05:29.047 01/05/2000]',0.093
'[05:05:29.050 01/05/2000]',0.089
'[05:05:29.053 01/05/2000]',0.085
'[05:05:29.057 01/05/2000]',0.079
'[05:05:29.060 01/05/2000]',0.070
'[05:05:29.063 01/05/2000]',0.053
'[05:05:29.067 01/05/2000]',0.038
'[05:05:29.070 01/05/2000]',0.027
'[05:05:29.073 01/05/2000]',0.019
'[05:05:29.077 01/05/2000]',0.012
'[05:05:29.080 01/05/2000]',0.007
'[05:05:29.083 01/05/2000]',0.003
'[05:05:29.087 01/05/2000]',0.000
'[05:05:29.090 01/05/2000]',-0.003
'[05:05:29.093 01/05/2000]',-0.005
'[05:05:29.097 01/05/2000]',-0.007
'[05:05:29.100 01/05/2000]',-0.008
'[05:05:29.103 01/05/2000]',-0.009
'[05:05:29.107 01/05/2000]',-0.010
'[05:05:29.110 01/05/2000]',-0.010
'[05:05:29.113 01/05/2000]',-0.010
'[05:05:29.117 01/05/2000]',-0.010
'[05:05:29.120 01/05/2000]',-0.008
'[05:05:29.123 01/05/2000]',-0.006
'[05:05:29.127 01/05/2000]',-0.004
'[05:05:29.130 01/05/2000]',-0.002
'[05:05:29.133 01/05/2000]',-0.001
'[05:05:29.137 01/05/2000]',0.000
'[05:05:29.140 01/05/2000]',0.001
'[05:05:29.143 01/05/2000]',0.004
'[05:05:29.147 01/05/2000]',0.006
'[05:05:29.150 01/05/2000]',0.007
'[05:05:29.153 01/05/2000]',0.008
'[05:05:29.157 01/05/2000]',0.007
'[05:05:29.160 01/05/2000]',0.006
'[05:05:29.163 01/05/2000]',0.004
'[05:05:29.167 01/05/2000]',0.002
'[05:05:29.170 01/05/2000]',0.000
'[05:05:29.173 01/05/2000]',-0.002
'[05:05:29.177 01/05/2000]',-0.005
'[05:05:29.180 01/05/2000]',-0.009
'[05:05:29.183 01/05/2000]',-0.012
'[05:05:29.187 01/05/2000]',-0.016
'[05:05:29.190 01/05/2000]',-0.019
'[05:05:29.193 01/05/2000]',-0.022
'[05:05:29.197 01/05/2000]',-0.024
'[05:05:29.200 01/05/2000]',-0.028
'[05:05:29.203 01/05/2000]',-0.030
'[05:05:29.207 01/05/2000]',-0.032
'[05:05:29.210 01/05/2000]',-0.031
'[05:05:29.213 01/05/2000]',-0.028
'[05:05:29.217 01/05/2000]',-0.023
'[05:05:29.220 01/05/2000]',-0.016
'[05:05:29.223 01/05/2000]',-0.008
'[05:05:29.227 01/05/2000]',0.004
'[05:05:29.230 01/05/2000]',0.013
'[05:05:29.233 01/05/2000]',0.017
'[05:05:29.237 01/05/2000]',0.020
'[05:05:29.240 01/05/2000]',0.022
'[05:05:29.243 01/05/2000]',0.024
'[05:05:29.247 01/05/2000]',0.026
'[05:05:29.250 01/05/2000]',0.027
'[05:05:29.253 01/05/2000]',0.028
'[05:05:29.257 01/05/2000]',0.029
'[05:05:29.260 01/05/2000]',0.029
'[05:05:29.263 01/05/2000]',0.030
'[05:05:29.267 01/05/2000]',0.031
'[05:05:29.270 01/05/2000]',0.032
'[05:05:29.273 01/05/2000]',0.032
'[05:05:29.277 01/05/2000]',0.032
'[05:05:29.280 01/05/2000]',0.031
'[05:05:29.283 01/05/2000]',0.031
'[05:05:29.287 01/05/2000]',0.030
'[05:05:29.290 01/05/2000]',0.031
'[05:05:29.293 01/05/2000]',0.031
'[05:05:29.297 01/05/2000]',0.032
'[05:05:29.300 01/05/2000]',0.032
'[05:05:29.303 01/05/2000]',0.032
'[05:05:29.307 01/05/2000]',0.033
'[05:05:29.310 01/05/2000]',0.034
'[05:05:29.313 01/05/2000]',0.035
'[05:05:29.317 01/05/2000]',0.036
'[05:05:29.320 01/05/2000]',0.035
'[05:05:29.323 01/05/2000]',0.032
'[05:05:29.327 01/05/2000]',0.028
'[05:05:29.330 01/05/2000]',0.024
'[05:05:29.333 01/05/2000]',0.022
'[05:05:29.337 01/05/2000]',0.019
'[05:05:29.340 01/05/2000]',0.017
'[05:05:29.343 01/05/2000]',0.014
'[05:05:29.347 01/05/2000]',0.011
'[05:05:29.350 01/05/2000]',0.009
'[05:05:29.353 01/05/2000]',0.007
'[05:05:29.357 01/05/2000]',0.006
'[05:05:29.360 01/05/2000]',0.006
'[05:05:29.363 01/05/2000]',0.006
'[05:05:29.367 01/05/2000]',0.006
'[05:05:29.370 01/05/2000]',0.005
'[05:05:29.373 01/05/2000]',0.005
'[05:05:29.377 01/05/2000]',0.006
'[05:05:29.380 01/05/2000]',0.006
'[05:05:29.383 01/05/2000]',0.007
'[05:05:29.387 01/05/2000]',0.007
'[05:05:29.390 01/05/2000]',0.006
'[05:05:29.393 01/05/2000]',0.005
'[05:05:29.397 01/05/2000]',0.005
'[05:05:29.400 01/05/2000]',0.008
'[05:05:29.403 01/05/2000]',0.013
'[05:05:29.407 01/05/2000]',0.022
'[05:05:29.410 01/05/2000]',0.037
'[05:05:29.413 01/05/2000]',0.047
'[05:05:29.417 01/05/2000]',0.052
'[05:05:29.420 01/05/2000]',0.056
'[05:05:29.423 01/05/2000]',0.060
'[05:05:29.427 01/05/2000]',0.064
'[05:05:29.430 01/05/2000]',0.068
'[05:05:29.433 01/05/2000]',0.071
'[05:05:29.437 01/05/2000]',0.076
'[05:05:29.440 01/05/2000]',0.075
'[05:05:29.443 01/05/2000]',0.064
'[05:05:29.447 01/05/2000]',0.057
'[05:05:29.450 01/05/2000]',0.052
'[05:05:29.453 01/05/2000]',0.047
'[05:05:29.457 01/05/2000]',0.042
'[05:05:29.460 01/05/2000]',0.035
'[05:05:29.463 01/05/2000]',0.029
'[05:05:29.467 01/05/2000]',0.023
'[05:05:29.470 01/05/2000]',0.016
'[05:05:29.473 01/05/2000]',0.008
'[05:05:29.477 01/05/2000]',0.000
'[05:05:29.480 01/05/2000]',-0.004
'[05:05:29.483 01/05/2000]',-0.008
'[05:05:29.487 01/05/2000]',-0.011
'[05:05:29.490 01/05/2000]',-0.015
'[05:05:29.493 01/05/2000]',-0.020
'[05:05:29.497 01/05/2000]',-0.023
'[05:05:29.500 01/05/2000]',-0.021
'[05:05:29.503 01/05/2000]',-0.015
'[05:05:29.507 01/05/2000]',-0.011
'[05:05:29.510 01/05/2000]',-0.007
'[05:05:29.513 01/05/2000]',-0.003
'[05:05:29.517 01/05/2000]',0.000
'[05:05:29.520 01/05/2000]',0.003
'[05:05:29.523 01/05/2000]',0.006
'[05:05:29.527 01/05/2000]',0.011
'[05:05:29.530 01/05/2000]',0.022
'[05:05:29.533 01/05/2000]',0.040
'[05:05:29.537 01/05/2000]',0.068
'[05:05:29.540 01/05/2000]',0.110
'[05:05:29.543 01/05/2000]',0.173
'[05:05:29.547 01/05/2000]',0.257
'[05:05:29.550 01/05/2000]',0.357
'[05:05:29.553 01/05/2000]',0.466
'[05:05:29.557 01/05/2000]',0.575
'[05:05:29.560 01/05/2000]',0.673
'[05:05:29.563 01/05/2000]',0.749
'[05:05:29.567 01/05/2000]',0.773
'[05:05:29.570 01/05/2000]',0.763
'[05:05:29.573 01/05/2000]',0.692
'[05:05:29.577 01/05/2000]',0.567
'[05:05:29.580 01/05/2000]',0.413
'[05:05:29.583 01/05/2000]',0.259
'[05:05:29.587 01/05/2000]',0.126
'[05:05:29.590 01/05/2000]',0.029
'[05:05:29.593 01/05/2000]',-0.028
'[05:05:29.597 01/05/2000]',-0.061
'[05:05:29.600 01/05/2000]',-0.078
'[05:05:29.603 01/05/2000]',-0.090
'[05:05:29.607 01/05/2000]',-0.100
'[05:05:29.610 01/05/2000]',-0.111
'[05:05:29.613 01/05/2000]',-0.124
'[05:05:29.617 01/05/2000]',-0.134
'[05:05:29.620 01/05/2000]',-0.136
'[05:05:29.623 01/05/2000]',-0.138
'[05:05:29.627 01/05/2000]',-0.140
'[05:05:29.630 01/05/2000]',-0.139
'[05:05:29.633 01/05/2000]',-0.131
'[05:05:29.637 01/05/2000]',-0.124
'[05:05:29.640 01/05/2000]',-0.118
'[05:05:29.643 01/05/2000]',-0.112
'[05:05:29.647 01/05/2000]',-0.106
'[05:05:29.650 01/05/2000]',-0.101
'[05:05:29.653 01/05/2000]',-0.096
'[05:05:29.657 01/05/2000]',-0.092
'[05:05:29.660 01/05/2000]',-0.087
'[05:05:29.663 01/05/2000]',-0.083
'[05:05:29.667 01/05/2000]',-0.080
'[05:05:29.670 01/05/2000]',-0.077
'[05:05:29.673 01/05/2000]',-0.075
'[05:05:29.677 01/05/2000]',-0.073
'[05:05:29.680 01/05/2000]',-0.071
'[05:05:29.683 01/05/2000]',-0.069
'[05:05:29.687 01/05/2000]',-0.067
'[05:05:29.690 01/05/2000]',-0.065
'[05:05:29.693 01/05/2000]',-0.065
'[05:05:29.697 01/05/2000]',-0.066
'[05:05:29.700 01/05/2000]',-0.067
'[05:05:29.703 01/05/2000]',-0.069
'[05:05:29.707 01/05/2000]',-0.070
'[05:05:29.710 01/05/2000]',-0.073
'[05:05:29.713 01/05/2000]',-0.077
'[05:05:29.717 01/05/2000]',-0.065
'[05:05:29.720 01/05/2000]',-0.053
'[05:05:29.723 01/05/2000]',-0.043
'[05:05:29.727 01/05/2000]',-0.036
'[05:05:29.730 01/05/2000]',-0.031
'[05:05:29.733 01/05/2000]',-0.023
'[05:05:29.737 01/05/2000]',-0.009
'[05:05:29.740 01/05/2000]',0.002
'[05:05:29.743 01/05/2000]',0.008
'[05:05:29.747 01/05/2000]',0.013
'[05:05:29.750 01/05/2000]',0.018
'[05:05:29.753 01/05/2000]',0.023
'[05:05:29.757 01/05/2000]',0.028
'[05:05:29.760 01/05/2000]',0.038
'[05:05:29.763 01/05/2000]',0.054
'[05:05:29.767 01/05/2000]',0.061
'[05:05:29.770 01/05/2000]',0.065
'[05:05:29.773 01/05/2000]',0.068
'[05:05:29.777 01/05/2000]',0.070
'[05:05:29.780 01/05/2000]',0.071
'[05:05:29.783 01/05/2000]',0.071
'[05:05:29.787 01/05/2000]',0.071
'[05:05:29.790 01/05/2000]',0.071
'[05:05:29.793 01/05/2000]',0.071
'[05:05:29.797 01/05/2000]',0.071
'[05:05:29.800 01/05/2000]',0.071
'[05:05:29.803 01/05/2000]',0.070
'[05:05:29.807 01/05/2000]',0.069
'[05:05:29.810 01/05/2000]',0.068
'[05:05:29.813 01/05/2000]',0.066
'[05:05:29.817 01/05/2000]',0.065
'[05:05:29.820 01/05/2000]',0.063
'[05:05:29.823 01/05/2000]',0.062
'[05:05:29.827 01/05/2000]',0.060
'[05:05:29.830 01/05/2000]',0.058
'[05:05:29.833 01/05/2000]',0.055
'[05:05:29.837 01/05/2000]',0.053
'[05:05:29.840 01/05/2000]',0.050
'[05:05:29.843 01/05/2000]',0.046
'[05:05:29.847 01/05/2000]',0.042
'[05:05:29.850 01/05/2000]',0.036
'[05:05:29.853 01/05/2000]',0.024
'[05:05:29.857 01/05/2000]',0.003
'[05:05:29.860 01/05/2000]',-0.016
'[05:05:29.863 01/05/2000]',-0.036
'[05:05:29.867 01/05/2000]',-0.044
'[05:05:29.870 01/05/2000]',-0.049
'[05:05:29.873 01/05/2000]',-0.052
'[05:05:29.877 01/05/2000]',-0.055
'[05:05:29.880 01/05/2000]',-0.057
'[05:05:29.883 01/05/2000]',-0.059
'[05:05:29.887 01/05/2000]',-0.059
'[05:05:29.890 01/05/2000]',-0.059
'[05:05:29.893 01/05/2000]',-0.058
'[05:05:29.897 01/05/2000]',-0.057
'[05:05:29.900 01/05/2000]',-0.054
'[05:05:29.903 01/05/2000]',-0.052
'[05:05:29.907 01/05/2000]',-0.049
'[05:05:29.910 01/05/2000]',-0.045
'[05:05:29.913 01/05/2000]',-0.040
'[05:05:29.917 01/05/2000]',-0.032
'[05:05:29.920 01/05/2000]',-0.027
'[05:05:29.923 01/05/2000]',-0.025
'[05:05:29.927 01/05/2000]',-0.025
'[05:05:29.930 01/05/2000]',-0.024
'[05:05:29.933 01/05/2000]',-0.022
'[05:05:29.937 01/05/2000]',-0.023
'[05:05:29.940 01/05/2000]',-0.031
'[05:05:29.943 01/05/2000]',-0.042
'[05:05:29.947 01/05/2000]',-0.056
'[05:05:29.950 01/05/2000]',-0.065
'[05:05:29.953 01/05/2000]',-0.071
'[05:05:29.957 01/05/2000]',-0.078
'[05:05:29.960 01/05/2000]',-0.084
'[05:05:29.963 01/05/2000]',-0.090
'[05:05:29.967 01/05/2000]',-0.096
'[05:05:29.970 01/05/2000]',-0.099
'[05:05:29.973 01/05/2000]',-0.096
'[05:05:29.977 01/05/2000]',-0.091
'[05:05:29.980 01/05/2000]',-0.086
'[05:05:29.983 01/05/2000]',-0.082
'[05:05:29.987 01/05/2000]',-0.076
'[05:05:29.990 01/05/2000]',-0.069
'[05:05:29.993 01/05/2000]',-0.061
'[05:05:29.997 01/05/2000]',-0.054
'[05:05:30.000 01/05/2000]',-0.047
'[05:05:30.003 01/05/2000]',-0.042
'[05:05:30.007 01/05/2000]',-0.037
'[05:05:30.010 01/05/2000]',-0.034
'[05:05:30.013 01/05/2000]',-0.031
'[05:05:30.017 01/05/2000]',-0.026
'[05:05:30.020 01/05/2000]',-0.018
'[05:05:30.023 01/05/2000]',-0.013
'[05:05:30.027 01/05/2000]',-0.009
'[05:05:30.030 01/05/2000]',-0.008
'[05:05:30.033 01/05/2000]',-0.011
'[05:05:30.037 01/05/2000]',-0.014
'[05:05:30.040 01/05/2000]',-0.016
'[05:05:30.043 01/05/2000]',-0.020
'[05:05:30.047 01/05/2000]',-0.025
'[05:05:30.050 01/05/2000]',-0.030
'[05:05:30.053 01/05/2000]',-0.033
'[05:05:30.057 01/05/2000]',-0.036
'[05:05:30.060 01/05/2000]',-0.039
'[05:05:30.063 01/05/2000]',-0.041
'[05:05:30.067 01/05/2000]',-0.042
'[05:05:30.070 01/05/2000]',-0.043
'[05:05:30.073 01/05/2000]',-0.041
'[05:05:30.077 01/05/2000]',-0.038
'[05:05:30.080 01/05/2000]',-0.034
'[05:05:30.083 01/05/2000]',-0.031
'[05:05:30.087 01/05/2000]',-0.028
'[05:05:30.090 01/05/2000]',-0.026
'[05:05:30.093 01/05/2000]',-0.022
'[05:05:30.097 01/05/2000]',-0.018
'[05:05:30.100 01/05/2000]',-0.015
'[05:05:30.103 01/05/2000]',-0.012
'[05:05:30.107 01/05/2000]',-0.010
'[05:05:30.110 01/05/2000]',-0.010
'[05:05:30.113 01/05/2000]',-0.009
'[05:05:30.117 01/05/2000]',-0.008
'[05:05:30.120 01/05/2000]',-0.007
'[05:05:30.123 01/05/2000]',-0.005
'[05:05:30.127 01/05/2000]',-0.005
'[05:05:30.130 01/05/2000]',-0.005
'[05:05:30.133 01/05/2000]',-0.005
'[05:05:30.137 01/05/2000]',-0.005
'[05:05:30.140 01/05/2000]',-0.005
'[05:05:30.143 01/05/2000]',-0.005
'[05:05:30.147 01/05/2000]',-0.005
'[05:05:30.150 01/05/2000]',-0.005
'[05:05:30.153 01/05/2000]',-0.006
'[05:05:30.157 01/05/2000]',-0.005
'[05:05:30.160 01/05/2000]',-0.005
'[05:05:30.163 01/05/2000]',-0.004
'[05:05:30.167 01/05/2000]',-0.003
'[05:05:30.170 01/05/2000]',-0.003
'[05:05:30.173 01/05/2000]',-0.003
'[05:05:30.177 01/05/2000]',-0.002
'[05:05:30.180 01/05/2000]',0.000
'[05:05:30.183 01/05/2000]',0.001
'[05:05:30.187 01/05/2000]',0.003
'[05:05:30.190 01/05/2000]',0.006
'[05:05:30.193 01/05/2000]',0.009
'[05:05:30.197 01/05/2000]',0.017
'[05:05:30.200 01/05/2000]',0.034
'[05:05:30.203 01/05/2000]',0.044
'[05:05:30.207 01/05/2000]',0.051
'[05:05:30.210 01/05/2000]',0.055
'[05:05:30.213 01/05/2000]',0.056
'[05:05:30.217 01/05/2000]',0.054
'[05:05:30.220 01/05/2000]',0.050
'[05:05:30.223 01/05/2000]',0.045
'[05:05:30.227 01/05/2000]',0.036
'[05:05:30.230 01/05/2000]',0.021
'[05:05:30.233 01/05/2000]',0.010
'[05:05:30.237 01/05/2000]',0.001
'[05:05:30.240 01/05/2000]',-0.006
'[05:05:30.243 01/05/2000]',-0.015
'[05:05:30.247 01/05/2000]',-0.024
'[05:05:30.250 01/05/2000]',-0.027
'[05:05:30.253 01/05/2000]',-0.029
'[05:05:30.257 01/05/2000]',-0.031
'[05:05:30.260 01/05/2000]',-0.032
'[05:05:30.263 01/05/2000]',-0.033
'[05:05:30.267 01/05/2000]',-0.033
'[05:05:30.270 01/05/2000]',-0.031
'[05:05:30.273 01/05/2000]',-0.029
'[05:05:30.277 01/05/2000]',-0.026
'[05:05:30.280 01/05/2000]',-0.023
'[05:05:30.283 01/05/2000]',-0.019
'[05:05:30.287 01/05/2000]',-0.012
'[05:05:30.290 01/05/2000]',-0.006
'[05:05:30.293 01/05/2000]',0.000
'[05:05:30.297 01/05/2000]',0.017
'[05:05:30.300 01/05/2000]',0.050
'[05:05:30.303 01/05/2000]',0.102
'[05:05:30.307 01/05/2000]',0.175
'[05:05:30.310 01/05/2000]',0.270
'[05:05:30.313 01/05/2000]',0.385
'[05:05:30.317 01/05/2000]',0.512
'[05:05:30.320 01/05/2000]',0.637
'[05:05:30.323 01/05/2000]',0.742
'[05:05:30.327 01/05/2000]',0.803
'[05:05:30.330 01/05/2000]',0.808
'[05:05:30.333 01/05/2000]',0.772
'[05:05:30.337 01/05/2000]',0.662
'[05:05:30.340 01/05/2000]',0.502
'[05:05:30.343 01/05/2000]',0.314
'[05:05:30.347 01/05/2000]',0.130
'[05:05:30.350 01/05/2000]',-0.019
'[05:05:30.353 01/05/2000]',-0.116
'[05:05:30.357 01/05/2000]',-0.136
'[05:05:30.360 01/05/2000]',-0.133
'[05:05:30.363 01/05/2000]',-0.096
'[05:05:30.367 01/05/2000]',-0.077
'[05:05:30.370 01/05/2000]',-0.079
'[05:05:30.373 01/05/2000]',-0.101
'[05:05:30.377 01/05/2000]',-0.135
'[05:05:30.380 01/05/2000]',-0.144
'[05:05:30.383 01/05/2000]',-0.145
'[05:05:30.387 01/05/2000]',-0.145
'[05:05:30.390 01/05/2000]',-0.146
'[05:05:30.393 01/05/2000]',-0.146
'[05:05:30.397 01/05/2000]',-0.145
'[05:05:30.400 01/05/2000]',-0.145
'[05:05:30.403 01/05/2000]',-0.145
'[05:05:30.407 01/05/2000]',-0.145
'[05:05:30.410 01/05/2000]',-0.144
'[05:05:30.413 01/05/2000]',-0.142
'[05:05:30.417 01/05/2000]',-0.140
'[05:05:30.420 01/05/2000]',-0.136
'[05:05:30.423 01/05/2000]',-0.129
'[05:05:30.427 01/05/2000]',-0.122
'[05:05:30.430 01/05/2000]',-0.118
'[05:05:30.433 01/05/2000]',-0.116
'[05:05:30.437 01/05/2000]',-0.114
'[05:05:30.440 01/05/2000]',-0.112
'[05:05:30.443 01/05/2000]',-0.108
'[05:05:30.447 01/05/2000]',-0.103
'[05:05:30.450 01/05/2000]',-0.098
'[05:05:30.453 01/05/2000]',-0.094
'[05:05:30.457 01/05/2000]',-0.091
'[05:05:30.460 01/05/2000]',-0.088
'[05:05:30.463 01/05/2000]',-0.085
'[05:05:30.467 01/05/2000]',-0.082
'[05:05:30.470 01/05/2000]',-0.080
'[05:05:30.473 01/05/2000]',-0.078
'[05:05:30.477 01/05/2000]',-0.077
'[05:05:30.480 01/05/2000]',-0.075
'[05:05:30.483 01/05/2000]',-0.071
'[05:05:30.487 01/05/2000]',-0.067
'[05:05:30.490 01/05/2000]',-0.058
'[05:05:30.493 01/05/2000]',-0.049
'[05:05:30.497 01/05/2000]',-0.036
'[05:05:30.500 01/05/2000]',-0.021
'[05:05:30.503 01/05/2000]',-0.012
